
"WebID","Area","Data label","2021","2021%","2016","2016%","2011","2011%","2006","2006%","Data Type",
"220","Carlton (P)","Tram","450","6.8765","848","15.8505","852","17.0128","539","13.4247","UR",
"220","Carlton (P)","Ferry","0","","0","","0","","0","","UR",
"220","Carlton (P)","Taxi/ride-share","29","0.4432","4","0.0748","35","0.6989","35","0.8717","UR",
"220","Carlton (P)","Car - as driver","1063","16.2439","1096","20.4860","958","19.1294","893","22.2416","UR",
"220","Carlton (P)","Car - as passenger","78","1.1919","100","1.8692","60","1.1981","92","2.2914","UR",
"220","Carlton (P)","Truck","0","","0","","0","","7","0.1743","UR",
"220","Carlton (P)","Motorbike","25","0.3820","25","0.4673","23","0.4593","12","0.2989","UR",
"220","Carlton (P)","Bicycle","217","3.3160","390","7.2897","367","7.3283","181","4.5081","UR",
"220","Carlton (P)","Walked only","845","12.9126","1492","27.8879","1408","28.1150","1173","29.2154","UR",
"220","Carlton (P)","Other","89","1.3600","83","1.5514","111","2.2165","53","1.3200","UR",
"220","Carlton (P)","Worked at home","2532","38.6919","223","4.1682","201","4.0136","158","3.9352","UR",
"220","Carlton (P)","Did not go to work","856","13.0807","518","9.6822","478","9.5447","546","13.5990","UR",
"220","Carlton (P)","Not stated","13","0.1987","41","0.7664","57","1.1382","67","1.6687","UR",
"220","Carlton (P)","Total employed persons aged 15+","6544","100.0000","5350","100.0000","5008","100.0000","4015","100.0000","UR",
"230","City North (P)","Train","323","6.7533","277","8.7659","148","6.3242","75","4.6094","UR",
"230","City North (P)","Bus","48","1.0036","42","1.3365","18","0.7681","14","0.9036","UR",
"230","City North (P)","Tram","505","10.5659","691","21.8327","353","15.0738","199","12.2302","UR",
"230","City North (P)","Ferry","0","","0","","0","","0","","UR",
"230","City North (P)","Taxi/ride-share","19","0.3973","4","0.1262","14","0.5974","0","","UR",
"230","City North (P)","Car - as driver","515","10.7875","350","11.0501","339","14.4957","238","14.6428","UR",
"230","City North (P)","Car - as passenger","48","1.0119","40","1.2623","21","0.9050","17","1.0938","UR",
"230","City North (P)","Truck","0","","0","","0","","0","","UR",
"230","City North (P)","Motorbike","25","0.5227","4","0.1262","4","0.1707","2","0.1675","UR",
"230","City North (P)","Bicycle","125","2.6260","103","3.2704","96","4.0985","48","2.9513","UR",
"230","City North (P)","Walked only","818","17.1205","912","28.8020","750","32.0312","536","32.8915","UR",
"230","City North (P)","Other","62","1.3005","53","1.6726","27","1.1521","20","1.2551","UR",
"230","City North (P)","Worked at home","1448","30.2748","121","3.8495","66","2.8551","70","4.3505","UR",
"230","City North (P)","Did not go to work","830","17.3641","554","17.4953","492","21.0162","391","24.0340","UR",
"230","City North (P)","Not stated","13","0.2718","13","0.4103","12","0.5120","14","0.8705","UR",
"230","City North (P)","Total employed persons aged 15+","4782","100.0000","3168","100.0000","2343","100.0000","1630","100.0000","UR",
"240","Docklands (P)","Train","462","4.8982","389","6.6123","220","6.8472","113","4.6104","UR",
"240","Docklands (P)","Bus","46","0.4877","50","0.8499","19","0.5913","15","0.6120","UR",
"240","Docklands (P)","Tram","1012","10.7294","1631","27.7240","575","17.8960","362","14.7695","UR",
"240","Docklands (P)","Ferry","0","","0","","0","","0","","UR",
"240","Docklands (P)","Taxi/ride-share","25","0.2651","15","0.2550","38","1.1827","7","0.2856","UR",
"240","Docklands (P)","Car - as driver","1545","16.3804","1303","22.1486","925","28.7893","918","37.4541","UR",
"240","Docklands (P)","Car - as passenger","129","1.3677","119","2.0228","80","2.4899","74","3.0192","UR",
"240","Docklands (P)","Truck","4","0.0424","4","0.0680","0","","6","0.2448","UR",
"240","Docklands (P)","Motorbike","55","0.5831","28","0.4759","27","0.8403","24","0.9792","UR",
"240","Docklands (P)","Bicycle","109","1.1556","74","1.2579","51","1.5873","39","1.5912","UR",
"240","Docklands (P)","Walked only","707","7.4958","1431","24.3243","870","27.0775","542","22.1134","UR",
"240","Docklands (P)","Other","150","1.5903","104","1.7678","78","2.4276","47","1.9176","UR",
"240","Docklands (P)","Worked at home","4309","45.6849","253","4.3005","108","3.3613","102","4.1616","UR",
"240","Docklands (P)","Did not go to work","849","9.0013","423","7.1902","192","5.9757","187","7.6295","UR",
"240","Docklands (P)","Not stated","30","0.3181","59","1.0029","30","0.9337","15","0.6120","UR",
"240","Docklands (P)","Total employed persons aged 15+","9432","100.0000","5883","100.0000","3213","100.0000","2451","100.0000","UR",
"280","East Melbourne (P)","Train","34","1.1277","224","7.7002","163","5.1878","115","4.1486","UR",
"280","East Melbourne (P)","Bus","15","0.4975","64","2.2001","39","1.2412","30","1.0823","UR",
"280","East Melbourne (P)","Tram","107","3.5489","351","12.0660","372","11.8396","301","10.8586","UR",
"280","East Melbourne (P)","Ferry","0","","0","","0","","0","","UR",
"280","East Melbourne (P)","Taxi/ride-share","5","0.1658","10","0.3438","43","1.3686","30","1.0823","UR",
"280","East Melbourne (P)","Car - as driver","565","18.7396","774","26.6071","824","26.2253","829","29.9062","UR",
"280","East Melbourne (P)","Car - as passenger","34","1.1277","44","1.5125","52","1.6550","77","2.7778","UR",
"280","East Melbourne (P)","Truck","0","","0","","0","","3","0.1082","UR",
"280","East Melbourne (P)","Motorbike","0","","6","0.2063","17","0.5411","16","0.5772","UR",
"280","East Melbourne (P)","Bicycle","65","2.1559","111","3.8157","155","4.9332","86","3.1025","UR",
"280","East Melbourne (P)","Walked only","378","12.5373","776","26.6758","942","29.9809","816","29.4372","UR",
"280","East Melbourne (P)","Other","12","0.3980","58","1.9938","71","2.2597","61","2.2006","UR",
"280","East Melbourne (P)","Worked at home","1507","49.9834","224","7.7002","193","6.1426","132","4.7619","UR",
"280","East Melbourne (P)","Did not go to work","288","9.5522","248","8.5253","259","8.2432","240","8.6580","UR",
"280","East Melbourne (P)","Not stated","5","0.1658","19","0.6531","12","0.3819","36","1.2987","UR",
"280","East Melbourne (P)","Total employed persons aged 15+","3015","100.0000","2909","100.0000","3142","100.0000","2772","100.0000","UR",
"310","Hoddle Grid (P)","Train","2939","11.4854","2013","12.6955","1044","10.6934","548","8.8802","UR",
"310","Hoddle Grid (P)","Bus","404","1.5788","292","1.8416","112","1.1472","78","1.2640","UR",
"310","Hoddle Grid (P)","Tram","3199","12.5015","3774","23.8017","1584","16.2245","729","11.8133","UR",
"310","Hoddle Grid (P)","Ferry","0","","6","0.0378","0","","6","0.0972","UR",
"310","Hoddle Grid (P)","Taxi/ride-share","84","0.3283","59","0.3721","88","0.9014","43","0.6968","UR",
"310","Hoddle Grid (P)","Car - as driver","1871","7.3117","1334","8.4132","941","9.6384","825","13.3690","UR",
"310","Hoddle Grid (P)","Car - as passenger","229","0.8949","156","0.9839","75","0.7682","99","1.6043","UR",
"310","Hoddle Grid (P)","Truck","11","0.0430","6","0.0378","12","0.1229","0","","UR",
"310","Hoddle Grid (P)","Motorbike","208","0.8128","49","0.3090","54","0.5531","24","0.3889","UR",
"310","Hoddle Grid (P)","Bicycle","407","1.5905","228","1.4379","158","1.6184","80","1.2964","UR",
"310","Hoddle Grid (P)","Walked only","4136","16.1632","5724","36.0999","4396","45.0271","2744","44.4661","UR",
"310","Hoddle Grid (P)","Other","375","1.4655","215","1.3560","207","2.1202","86","1.3936","UR",
"310","Hoddle Grid (P)","Worked at home","8141","31.8145","486","3.0651","310","3.1753","201","3.2572","UR",
"310","Hoddle Grid (P)","Did not go to work","3460","13.5214","1365","8.6087","716","7.3338","625","10.1280","UR",
"310","Hoddle Grid (P)","Not stated","125","0.4885","149","0.9397","66","0.6760","83","1.3450","UR",
"310","Hoddle Grid (P)","Total employed persons aged 15+","25589","100.0000","15856","100.0000","9763","100.0000","6171","100.0000","UR",
"320","Kensington (P)","Train","402","6.5740","1759","29.7642","1447","26.2968","1085","22.4306","UR",
"320","Kensington (P)","Bus","53","0.8778","147","2.4872","77","1.3989","88","1.8334","UR",
"320","Kensington (P)","Tram","29","0.4840","76","1.2998","78","1.4294","65","1.3508","UR",
"320","Kensington (P)","Ferry","3","0.0490","0","","0","","0","","UR",
"320","Kensington (P)","Taxi/ride-share","17","0.2900","12","0.2037","19","0.3554","21","0.4472","UR",
"320","Kensington (P)","Car - as driver","1413","23.0840","2210","37.3835","2287","41.5544","2128","43.9875","UR",
"320","Kensington (P)","Car - as passenger","84","1.3801","173","2.9311","156","2.8385","214","4.4238","UR",
"320","Kensington (P)","Truck","4","0.0653","5","0.0846","0","","17","0.3677","UR",
"320","Kensington (P)","Motorbike","17","0.2776","45","0.7659","69","1.2579","55","1.1398","UR",
"320","Kensington (P)","Bicycle","250","4.0940","371","6.2763","344","6.2670","192","3.9863","UR",
"320","Kensington (P)","Walked only","201","3.2939","272","4.6091","253","4.6036","242","5.0157","UR",
"320","Kensington (P)","Other","40","0.6532","90","1.5379","45","0.8175","45","0.9459","UR",
"320","Kensington (P)","Worked at home","2851","46.5624","218","3.6875","157","2.8683","136","2.8124","UR",
"320","Kensington (P)","Did not go to work","738","12.0534","514","8.7067","532","9.6650","484","10.0218","UR",
"320","Kensington (P)","Not stated","16","0.2613","15","0.2625","35","0.6475","59","1.2369","UR",
"320","Kensington (P)","Total employed persons aged 15+","6124","100.0000","5911","100.0000","5504","100.0000","4838","100.0000","UR",
"340","Macaulay (P)","Train","87","6.4925","188","21.6343","132","17.2591","90","18.9104","UR",
"340","Macaulay (P)","Bus","24","1.8511","30","3.5502","19","2.4762","17","3.5842","UR",
"340","Macaulay (P)","Tram","46","3.4674","51","5.9446","58","7.5933","18","3.8071","UR",
"340","Macaulay (P)","Ferry","0","","0","","0","","0","","UR",
"340","Macaulay (P)","Taxi/ride-share","12","0.9548","16","1.9467","14","1.8740","15","3.1240","UR",
"340","Macaulay (P)","Car - as driver","320","23.7234","313","35.9936","272","35.3241","194","40.5115","UR",
"340","Macaulay (P)","Car - as passenger","27","2.0652","16","1.9467","29","3.8583","15","3.2052","UR",
"340","Macaulay (P)","Truck","0","","3","0.3443","0","","0","0.0437","UR",
"340","Macaulay (P)","Motorbike","1","0.1222","5","0.6566","4","0.6177","6","1.3516","UR",
"340","Macaulay (P)","Bicycle","31","2.3503","44","5.0688","35","4.6019","16","3.4155","UR",
"340","Macaulay (P)","Walked only","95","7.0540","81","9.3238","58","7.6452","37","7.8036","UR",
"340","Macaulay (P)","Other","15","1.1592","12","1.4302","20","2.5955","9","1.9806","UR",
"340","Macaulay (P)","Worked at home","530","39.3090","28","3.2369","46","6.0866","16","3.3739","UR",
"340","Macaulay (P)","Did not go to work","145","10.8102","66","7.6801","63","8.2759","32","6.8498","UR",
"340","Macaulay (P)","Not stated","8","0.6407","10","1.2431","13","1.7922","9","2.0389","UR",
"340","Macaulay (P)","Total employed persons aged 15+","1350","100.0000","871","100.0000","770","100.0000","480","100.0000","UR",
"360","North Melbourne (P)","Train","162","3.1198","411","8.4790","310","7.3928","202","5.3069","UR",
"360","North Melbourne (P)","Bus","41","0.7934","93","1.9326","55","1.3183","64","1.6863","UR",
"360","North Melbourne (P)","Tram","252","4.8499","705","14.5197","722","17.2177","566","14.8725","UR",
"360","North Melbourne (P)","Ferry","0","","0","","0","","0","","UR",
"360","North Melbourne (P)","Taxi/ride-share","20","0.3991","13","0.2744","31","0.7386","16","0.4198","UR",
"360","North Melbourne (P)","Car - as driver","975","18.7574","1202","24.7463","1100","26.2314","1063","27.9042","UR",
"360","North Melbourne (P)","Car - as passenger","78","1.5045","85","1.7676","80","1.9085","113","2.9694","UR",
"360","North Melbourne (P)","Truck","4","0.0769","2","0.0420","4","0.1115","6","0.1627","UR",
"360","North Melbourne (P)","Motorbike","14","0.2768","17","0.3583","40","0.9638","34","0.8992","UR",
"360","North Melbourne (P)","Bicycle","200","3.8553","322","6.6355","309","7.3828","215","5.6488","UR",
"360","North Melbourne (P)","Walked only","597","11.4935","1131","23.2813","897","21.3939","834","21.8989","UR",
"360","North Melbourne (P)","Other","74","1.4281","108","2.2251","109","2.6085","56","1.4730","UR",
"360","North Melbourne (P)","Worked at home","2157","41.5053","225","4.6350","164","3.9168","135","3.5442","UR",
"360","North Melbourne (P)","Did not go to work","606","11.6564","504","10.3931","340","8.1057","444","11.6605","UR",
"360","North Melbourne (P)","Not stated","14","0.2837","34","0.7101","29","0.7095","59","1.5536","UR",
"360","North Melbourne (P)","Total employed persons aged 15+","5199","100.0000","4858","100.0000","4197","100.0000","3811","100.0000","UR",
"370","Parkville (P)","Train","69","2.2854","290","10.6849","136","6.1967","101","5.6998","UR",
"370","Parkville (P)","Bus","27","0.8943","46","1.7174","23","1.0419","9","0.5079","UR",
"370","Parkville (P)","Tram","157","5.2217","404","14.8800","394","17.8820","299","16.8736","UR",
"370","Parkville (P)","Ferry","0","","0","","0","","0","","UR",
"370","Parkville (P)","Taxi/ride-share","0","","3","0.1104","11","0.4983","6","0.3386","UR",
"370","Parkville (P)","Car - as driver","774","25.6380","867","31.9502","657","29.7757","475","26.8059","UR",
"370","Parkville (P)","Car - as passenger","41","1.3779","45","1.6567","55","2.5273","42","2.3702","UR",
"370","Parkville (P)","Truck","0","","0","","0","","0","","UR",
"370","Parkville (P)","Motorbike","14","0.4637","3","0.1104","9","0.4077","6","0.3386","UR",
"370","Parkville (P)","Bicycle","161","5.3459","265","9.7697","183","8.3331","99","5.5869","UR",
"370","Parkville (P)","Walked only","188","6.2319","322","11.8671","304","13.7868","332","18.7359","UR",
"370","Parkville (P)","Other","42","1.4176","46","1.6935","78","3.5335","32","1.8059","UR",
"370","Parkville (P)","Worked at home","1154","38.2558","125","4.6027","94","4.2623","99","5.5869","UR",
"370","Parkville (P)","Did not go to work","377","12.5035","288","10.6256","245","11.1204","259","14.6163","UR",
"370","Parkville (P)","Not stated","11","0.3643","9","0.3313","14","0.6342","13","0.7336","UR",
"370","Parkville (P)","Total employed persons aged 15+","3019","100.0000","2716","100.0000","2207","100.0000","1772","100.0000","UR",
"390","South Yarra (P)","Train","96","2.5862","272","8.0450","212","6.1025","165","5.6721","UR",
"390","South Yarra (P)","Bus","25","0.6735","43","1.2718","63","1.8135","25","0.8594","UR",
"390","South Yarra (P)","Tram","199","5.3610","598","17.6871","639","18.3938","422","14.5067","UR",
"390","South Yarra (P)","Ferry","0","","0","","0","","4","0.1375","UR",
"390","South Yarra (P)","Taxi/ride-share","8","0.2155","16","0.4732","42","1.2090","15","0.5156","UR",
"390","South Yarra (P)","Car - as driver","741","19.9623","1075","31.7953","1152","33.1606","1074","36.9199","UR",
"390","South Yarra (P)","Car - as passenger","33","0.8890","73","2.1591","78","2.2453","78","2.6813","UR",
"390","South Yarra (P)","Truck","0","","0","","0","","3","0.1031","UR",
"390","South Yarra (P)","Motorbike","14","0.3772","31","0.9169","25","0.7196","22","0.7563","UR",
"390","South Yarra (P)","Bicycle","71","1.9127","183","5.4126","137","3.9436","92","3.1626","UR",
"390","South Yarra (P)","Walked only","356","9.5905","533","15.7646","557","16.0334","520","17.8756","UR",
"390","South Yarra (P)","Other","54","1.4547","67","1.9817","93","2.6770","58","1.9938","UR",
"390","South Yarra (P)","Worked at home","1752","47.1983","225","6.6548","153","4.4041","152","5.2252","UR",
"390","South Yarra (P)","Did not go to work","349","9.4019","237","7.0098","297","8.5492","257","8.8347","UR",
"390","South Yarra (P)","Not stated","14","0.3772","28","0.8282","26","0.7484","22","0.7563","UR",
"390","South Yarra (P)","Total employed persons aged 15+","3712","100.0000","3381","100.0000","3474","100.0000","2909","100.0000","UR",
"400","Southbank (P)","Train","867","5.5827","895","8.3543","435","6.3108","245","4.6809","UR",
"400","Southbank (P)","Bus","106","0.6825","150","1.4002","49","0.7109","36","0.6878","UR",
"400","Southbank (P)","Tram","1307","8.4160","2059","19.2196","1152","16.7126","674","12.8773","UR",
"400","Southbank (P)","Ferry","0","","4","0.0373","0","","0","","UR",
"400","Southbank (P)","Taxi/ride-share","75","0.4829","49","0.4574","35","0.5078","47","0.8980","UR",
"400","Southbank (P)","Car - as driver","2351","15.1384","2206","20.5918","1758","25.5041","1432","27.3596","UR",
"400","Southbank (P)","Car - as passenger","227","1.4617","212","1.9789","130","1.8860","142","2.7130","UR",
"400","Southbank (P)","Truck","13","0.0837","4","0.0373","0","","0","","UR",
"400","Southbank (P)","Motorbike","115","0.7405","53","0.4947","26","0.3772","15","0.2866","UR",
"400","Southbank (P)","Bicycle","227","1.4617","266","2.4830","124","1.7989","95","1.8151","UR",
"400","Southbank (P)","Walked only","1993","12.8332","3502","32.6893","2330","33.8024","1840","35.1548","UR",
"400","Southbank (P)","Other","282","1.8158","198","1.8482","140","2.0310","48","0.9171","UR",
"400","Southbank (P)","Worked at home","6294","40.5280","380","3.5471","222","3.2207","157","2.9996","UR",
"400","Southbank (P)","Did not go to work","1602","10.3155","677","6.3194","468","6.7895","456","8.7123","UR",
"400","Southbank (P)","Not stated","71","0.4572","58","0.5414","24","0.3482","47","0.8980","UR",
"400","Southbank (P)","Total employed persons aged 15+","15530","100.0000","10713","100.0000","6893","100.0000","5234","100.0000","UR",
"420","West Melbourne (P)","Train","349","7.2362","407","13.4634","238","11.8408","126","8.2412","UR",
"420","West Melbourne (P)","Bus","44","0.9123","38","1.2570","14","0.6965","9","0.5873","UR",
"420","West Melbourne (P)","Tram","308","6.3861","434","14.3566","212","10.5473","122","7.9867","UR",
"420","West Melbourne (P)","Ferry","0","","0","","0","","0","","UR",
"420","West Melbourne (P)","Taxi/ride-share","12","0.2488","10","0.3308","3","0.1493","9","0.5873","UR",
"420","West Melbourne (P)","Car - as driver","788","16.3384","662","21.8988","511","25.4229","437","28.5570","UR",
"420","West Melbourne (P)","Car - as passenger","82","1.7002","41","1.3563","44","2.1891","53","3.4746","UR",
"420","West Melbourne (P)","Truck","6","0.1244","0","","3","0.1493","0","0.0098","UR",
"420","West Melbourne (P)","Motorbike","49","1.0160","18","0.5954","6","0.2985","17","1.1256","UR",
"420","West Melbourne (P)","Bicycle","110","2.2807","134","4.4327","106","5.2736","58","3.8367","UR",
"420","West Melbourne (P)","Walked only","580","12.0257","822","27.1915","608","30.2488","458","29.9403","UR",
"420","West Melbourne (P)","Other","69","1.4306","49","1.6209","12","0.5970","16","1.0734","UR",
"420","West Melbourne (P)","Worked at home","1858","38.5237","111","3.6718","99","4.9254","71","4.6328","UR",
"420","West Melbourne (P)","Did not go to work","548","11.3622","273","9.0308","147","7.3134","136","8.8839","UR",
"420","West Melbourne (P)","Not stated","20","0.4147","24","0.7939","7","0.3483","16","1.0636","UR",
"420","West Melbourne (P)","Total employed persons aged 15+","4823","100.0000","3023","100.0000","2010","100.0000","1532","100.0000","UR",
